id,transaction_date,quantity,project_id,project_name,project_short_code,durability,country,country_code,project_status,supplier,pathway,pathway_full
iss_1HJB45W9G1S0JKQK,2023-12-23T10:40:32.963360+00:00,6.3,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0QN4M,2023-12-23T10:40:32.888434+00:00,6.69,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0WPHN,2023-12-23T10:40:32.816092+00:00,6.63,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S01QYP,2023-12-23T10:40:32.746038+00:00,5.93,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S06SBQ,2023-12-23T10:40:32.673791+00:00,6.04,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0BTRR,2023-12-23T10:40:32.588386+00:00,6.31,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0GW5S,2023-12-23T10:40:32.518237+00:00,6.25,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0NXJT,2023-12-23T10:40:32.447911+00:00,6.44,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0TYZV,2023-12-23T10:40:32.348318+00:00,7.04,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S000CW,2023-12-23T10:40:32.276184+00:00,5.7,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S051SX,2023-12-23T10:40:32.208525+00:00,7.05,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0A36Y,2023-12-23T10:40:32.133201+00:00,6.84,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0F4KZ,2023-12-23T10:40:32.046356+00:00,6.71,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0M610,2023-12-23T10:40:31.977100+00:00,6.26,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0S7E1,2023-12-23T10:40:31.904815+00:00,6.5,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0Y8V2,2023-12-23T10:40:31.825983+00:00,6.68,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S03A83,2023-12-23T10:40:31.751844+00:00,6.72,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S08BN4,2023-12-23T10:40:31.651691+00:00,5.9,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0DD25,2023-12-23T10:40:31.530050+00:00,6.48,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0JEF6,2023-12-23T10:40:31.105511+00:00,6.28,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0QFW7,2023-12-23T10:40:31.011456+00:00,6.61,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0WH98,2023-12-23T10:40:30.908994+00:00,6.88,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S01JP9,2023-12-23T10:40:30.836171+00:00,6.09,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S06M3A,2023-12-23T10:40:30.737971+00:00,6.27,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0BNGB,2023-12-23T10:40:30.661111+00:00,6.04,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0GPXC,2023-12-23T10:40:30.548486+00:00,7.02,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0NRAD,2023-12-23T10:40:30.459813+00:00,6.78,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0TSQE,2023-12-23T10:40:30.395218+00:00,6.26,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ZV4F,2023-12-23T10:40:30.330212+00:00,8.27,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S04WHG,2023-12-23T10:40:30.262421+00:00,6.1,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S09XYH,2023-12-23T10:40:30.190310+00:00,6.19,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0EZBJ,2023-12-23T10:40:30.112981+00:00,5.04,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0M0RK,2023-12-23T10:40:30.036262+00:00,6.39,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0S25M,2023-12-23T10:40:29.957537+00:00,6.48,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0Y3JN,2023-12-23T10:40:29.857091+00:00,6.2,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S034ZP,2023-12-23T10:40:29.789818+00:00,6.18,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S086CQ,2023-12-23T10:40:29.720284+00:00,6.81,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0D7SR,2023-12-23T10:40:29.650322+00:00,6.39,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0J96S,2023-12-23T10:40:29.577667+00:00,9.63,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0QAKT,2023-12-23T10:40:29.510143+00:00,6.17,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0WC0V,2023-12-23T10:40:29.445220+00:00,5.89,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S01DDW,2023-12-23T10:40:29.374007+00:00,6.57,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S06ETX,2023-12-23T10:40:29.305547+00:00,7.22,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0BG7Y,2023-12-23T10:40:29.241547+00:00,5.6,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0GHMZ,2023-12-23T10:40:29.179142+00:00,6.12,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0NK20,2023-12-23T10:40:29.089104+00:00,6.34,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0TMF1,2023-12-23T10:40:28.998337+00:00,6.26,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ZNW2,2023-12-23T10:40:28.930199+00:00,6.35,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S04Q93,2023-12-23T10:40:28.866769+00:00,6.86,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S09RP4,2023-12-23T10:40:28.798816+00:00,6.43,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ET35,2023-12-23T10:40:28.728899+00:00,6.42,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0KVG6,2023-12-23T10:40:28.662755+00:00,6.17,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0RWX7,2023-12-23T10:40:28.580862+00:00,6.24,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0XYA8,2023-12-23T10:40:28.510957+00:00,6.81,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S02ZQ9,2023-12-23T10:40:28.442698+00:00,6.19,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0814A,2023-12-23T10:40:28.092647+00:00,5.27,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0D2HB,2023-12-23T10:40:28.024156+00:00,7.58,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0J3YC,2023-12-23T10:40:27.951856+00:00,6.79,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0Q5BD,2023-12-23T10:40:27.882540+00:00,6.14,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0W6RE,2023-12-23T10:40:27.790140+00:00,5.97,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0185F,2023-12-23T10:40:27.727440+00:00,6.49,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S069JG,2023-12-23T10:40:27.663176+00:00,6.2,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0BAZH,2023-12-23T10:40:27.578619+00:00,6.99,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0GCCJ,2023-12-23T10:40:27.501788+00:00,5.84,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0NDSK,2023-12-23T10:40:27.430696+00:00,6.07,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0TF6M,2023-12-23T10:40:27.366213+00:00,6.51,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ZGKN,2023-12-23T10:40:27.303429+00:00,7.09,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S04J0P,2023-12-23T10:40:27.236797+00:00,6.17,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S09KDQ,2023-12-23T10:40:27.170794+00:00,6.67,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0EMTR,2023-12-23T10:40:27.096914+00:00,6.32,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0KP7S,2023-12-23T10:40:27.028613+00:00,6.67,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0RQMT,2023-12-23T10:40:26.965776+00:00,6.53,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0XS1V,2023-12-23T10:40:26.868253+00:00,5.83,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S02TEW,2023-12-23T10:40:26.806963+00:00,6.22,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S07VVX,2023-12-23T10:40:26.745989+00:00,6.18,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0CX8Y,2023-12-23T10:40:26.683560+00:00,6.68,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0HYNZ,2023-12-23T10:40:26.572111+00:00,5.8,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0Q030,2023-12-23T10:40:26.505333+00:00,6.34,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0W1G1,2023-12-23T10:40:26.439517+00:00,6.93,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S012X2,2023-12-23T10:40:26.373845+00:00,5.97,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S064A3,2023-12-23T10:40:26.305936+00:00,6.78,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0B5Q4,2023-12-23T10:40:26.243499+00:00,6.93,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0G745,2023-12-23T10:40:26.185245+00:00,5.83,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0N8H6,2023-12-23T10:40:26.124402+00:00,6.83,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0T9Y7,2023-12-23T10:40:26.063516+00:00,6.51,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ZBB8,2023-12-23T10:40:25.974692+00:00,6.67,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S04CR9,2023-12-23T10:40:25.912489+00:00,6.57,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S09E5A,2023-12-23T10:40:25.849657+00:00,6.38,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0EFJB,2023-12-23T10:40:25.789205+00:00,6.69,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0KGZC,2023-12-23T10:40:25.729217+00:00,6.51,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0RJCD,2023-12-23T10:40:25.660702+00:00,5.95,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0XKSE,2023-12-23T10:40:25.588168+00:00,8.23,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S02N6F,2023-12-23T10:40:25.521145+00:00,5.96,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
